epoch,auc,loss,lr,precision,recall,val_auc,val_loss,val_precision,val_recall
0,0.6097337007522583,0.6611935496330261,0.001,0.25,0.3636363744735718,0.4555555582046509,0.6015265583992004,0.0,0.0
1,0.6797520518302917,0.545862078666687,0.001,0.0,0.0,0.47592592239379883,0.5610973834991455,0.0,0.0
2,0.7738751173019409,0.47839707136154175,0.001,0.0,0.0,0.4888889193534851,0.5540138483047485,0.0,0.0
3,0.7378329038619995,0.4424424171447754,0.001,0.0,0.0,0.5111111402511597,0.5552998185157776,0.0,0.0
4,0.7571166753768921,0.42957639694213867,0.001,0.0,0.0,0.5259259343147278,0.5550869703292847,0.0,0.0
5,0.7656106948852539,0.4215560555458069,0.001,0.0,0.0,0.5555555820465088,0.5613598227500916,0.0,0.0
6,0.7878787517547607,0.41260072588920593,0.001,0.0,0.0,0.5888888835906982,0.5444126725196838,0.0,0.0
7,0.8154270052909851,0.40108826756477356,0.001,0.0,0.0,0.644444465637207,0.5276320576667786,0.0,0.0
8,0.8181818127632141,0.3929344713687897,0.001,0.0,0.0,0.6944444179534912,0.5061076879501343,0.0,0.0
9,0.8562901616096497,0.3792906403541565,0.001,0.0,0.0,0.7351852059364319,0.49985581636428833,0.0,0.0
10,0.8762626647949219,0.3661385178565979,0.001,0.0,0.0,0.7425925731658936,0.5065957903862,0.0,0.0
11,0.8808540105819702,0.3545786440372467,0.001,0.0,0.0,0.7796295881271362,0.45885351300239563,1.0,0.1111111119389534
12,0.8939393758773804,0.343427449464798,0.001,1.0,0.13636364042758942,0.7888888716697693,0.4480515420436859,0.5,0.1111111119389534
13,0.9040403962135315,0.3346129059791565,0.001,0.8333333134651184,0.22727273404598236,0.7851851582527161,0.48820093274116516,1.0,0.1111111119389534
14,0.8980716466903687,0.32499319314956665,0.001,0.800000011920929,0.1818181872367859,0.805555522441864,0.44179046154022217,0.5,0.1111111119389534
15,0.9228650331497192,0.30680808424949646,0.001,0.800000011920929,0.3636363744735718,0.8018518686294556,0.46944040060043335,0.5,0.1111111119389534
16,0.8994490504264832,0.31247082352638245,0.001,0.5833333134651184,0.3181818127632141,0.8037036657333374,0.49190834164619446,0.5,0.1111111119389534
17,0.9228650331497192,0.29453176259994507,0.001,0.8888888955116272,0.3636363744735718,0.8481481075286865,0.3934096693992615,0.6000000238418579,0.3333333432674408
18,0.931359052658081,0.28374189138412476,0.001,0.6470588445663452,0.5,0.835185170173645,0.41602981090545654,0.75,0.3333333432674408
19,0.9288338422775269,0.2752923369407654,0.001,0.6875,0.5,0.8574074506759644,0.39552193880081177,0.6000000238418579,0.3333333432674408
20,0.9354913234710693,0.26462921500205994,0.001,0.6666666865348816,0.5454545617103577,0.8740740418434143,0.36301079392433167,0.6000000238418579,0.3333333432674408
21,0.9341138601303101,0.25934290885925293,0.001,0.699999988079071,0.6363636255264282,0.8925925493240356,0.3267354667186737,0.7142857313156128,0.5555555820465088
22,0.939164400100708,0.2552507519721985,0.001,0.625,0.6818181872367859,0.8703703880310059,0.4188723862171173,0.6000000238418579,0.3333333432674408
23,0.9306703209877014,0.2581101953983307,0.001,0.7222222089767456,0.5909090638160706,0.8907407522201538,0.3379901349544525,0.6666666865348816,0.4444444477558136
24,0.9432966113090515,0.24373216927051544,0.001,0.6818181872367859,0.6818181872367859,0.8740741014480591,0.42455872893333435,0.6000000238418579,0.3333333432674408
25,0.9318181872367859,0.2546645402908325,0.001,0.6842105388641357,0.5909090638160706,0.8981481194496155,0.3425152897834778,0.6666666865348816,0.4444444477558136
26,0.9467400908470154,0.23492079973220825,0.001,0.7142857313156128,0.6818181872367859,0.9055555462837219,0.32767316699028015,0.7142857313156128,0.5555555820465088
27,0.9315885901451111,0.2521691918373108,0.001,0.6818181872367859,0.6818181872367859,0.9074074029922485,0.32346227765083313,0.7142857313156128,0.5555555820465088
28,0.9451332092285156,0.234116792678833,0.001,0.7142857313156128,0.6818181872367859,0.8888888359069824,0.39056459069252014,0.6000000238418579,0.3333333432674408
29,0.939393937587738,0.24097219109535217,0.001,0.7272727489471436,0.7272727489471436,0.8962963819503784,0.38023701310157776,0.6000000238418579,0.3333333432674408
30,0.9435261487960815,0.23400624096393585,0.001,0.75,0.6818181872367859,0.9074074029922485,0.3455357849597931,0.6666666865348816,0.4444444477558136
31,0.947428822517395,0.22378703951835632,0.001,0.75,0.6818181872367859,0.9166666865348816,0.3179887533187866,0.7142857313156128,0.5555555820465088
32,0.9449034929275513,0.22782988846302032,0.001,0.7272727489471436,0.7272727489471436,0.9148147702217102,0.336850643157959,0.6666666865348816,0.4444444477558136
33,0.9478879570960999,0.22579394280910492,0.001,0.739130437374115,0.7727272510528564,0.914814829826355,0.3334501087665558,0.7142857313156128,0.5555555820465088
34,0.947428822517395,0.2225313037633896,0.001,0.7272727489471436,0.7272727489471436,0.9259258508682251,0.3124774992465973,0.7142857313156128,0.5555555820465088
35,0.9462809562683105,0.22315742075443268,0.001,0.7727272510528564,0.7727272510528564,0.9277777671813965,0.29200097918510437,0.75,0.6666666865348816
36,0.947428822517395,0.22227013111114502,0.001,0.761904776096344,0.7272727489471436,0.940740704536438,0.26664409041404724,0.7777777910232544,0.7777777910232544
37,0.9490358233451843,0.22087225317955017,0.001,0.7727272510528564,0.7727272510528564,0.9240740537643433,0.3186015486717224,0.7142857313156128,0.5555555820465088
38,0.9458218812942505,0.22802002727985382,0.001,0.75,0.6818181872367859,0.9277777671813965,0.29641422629356384,0.7142857313156128,0.5555555820465088
39,0.9515610337257385,0.21551568806171417,0.001,0.7727272510528564,0.7727272510528564,0.9314814805984497,0.2884623408317566,0.75,0.6666666865348816
40,0.9522497653961182,0.2176535725593567,0.001,0.7727272510528564,0.7727272510528564,0.9296296834945679,0.2990399897098541,0.7142857313156128,0.5555555820465088
41,0.9511019587516785,0.2167835831642151,0.001,0.761904776096344,0.7272727489471436,0.944444477558136,0.26084715127944946,0.7777777910232544,0.7777777910232544
42,0.9531680345535278,0.21170589327812195,0.001,0.7200000286102295,0.8181818127632141,0.9222222566604614,0.34752753376960754,0.7142857313156128,0.5555555820465088
43,0.9483470916748047,0.2200600802898407,0.001,0.7142857313156128,0.6818181872367859,0.940740704536438,0.27908769249916077,0.7777777910232544,0.7777777910232544
44,0.9524792432785034,0.21274088323116302,0.001,0.7727272510528564,0.7727272510528564,0.9333333373069763,0.2945971190929413,0.7142857313156128,0.5555555820465088
45,0.9515610933303833,0.21056902408599854,0.001,0.7727272510528564,0.7727272510528564,0.9481480717658997,0.26102617383003235,0.7777777910232544,0.7777777910232544
46,0.9554637670516968,0.20744948089122772,0.001,0.739130437374115,0.7727272510528564,0.9333333373069763,0.29151612520217896,0.7142857313156128,0.5555555820465088
47,0.9614325165748596,0.199165940284729,0.001,0.7599999904632568,0.8636363744735718,0.8703703284263611,0.526024341583252,0.5,0.1111111119389534
48,0.9508723616600037,0.2555010914802551,0.000100000005,0.8461538553237915,0.5,0.9074073433876038,0.4583565592765808,0.6666666865348816,0.2222222238779068
49,0.9513315558433533,0.2373351752758026,0.000100000005,0.75,0.5454545617103577,0.9166667461395264,0.41984131932258606,0.75,0.3333333432674408
50,0.9540863037109375,0.2264273762702942,0.000100000005,0.7777777910232544,0.6363636255264282,0.924074113368988,0.3859480321407318,0.800000011920929,0.4444444477558136
51,0.954086422920227,0.21833443641662598,0.000100000005,0.7368420958518982,0.6363636255264282,0.9240740537643433,0.3617505431175232,0.6666666865348816,0.4444444477558136
52,0.9563820362091064,0.21311071515083313,0.000100000005,0.75,0.6818181872367859,0.924074113368988,0.34237316250801086,0.7142857313156128,0.5555555820465088
53,0.955234169960022,0.20917639136314392,0.000100000005,0.7727272510528564,0.7727272510528564,0.9277777671813965,0.3298855423927307,0.7142857313156128,0.5555555820465088
54,0.9563820362091064,0.20727920532226562,1.0000001e-05,0.7727272510528564,0.7727272510528564,0.9277777671813965,0.3284228444099426,0.7142857313156128,0.5555555820465088
55,0.9566115736961365,0.20705053210258484,1.0000001e-05,0.7727272510528564,0.7727272510528564,0.9277777671813965,0.3271348774433136,0.7142857313156128,0.5555555820465088
56,0.9566116333007812,0.20685911178588867,1.0000001e-05,0.7727272510528564,0.7727272510528564,0.9296296238899231,0.32594671845436096,0.7142857313156128,0.5555555820465088
57,0.9566116333007812,0.2067481130361557,1.0000001e-05,0.7727272510528564,0.7727272510528564,0.9314814805984497,0.3248467445373535,0.7142857313156128,0.5555555820465088
58,0.9568411707878113,0.20647846162319183,1.0000001e-05,0.7727272510528564,0.7727272510528564,0.9296296238899231,0.3234868049621582,0.7142857313156128,0.5555555820465088
59,0.9566116333007812,0.20626972615718842,1.0000001e-05,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3223034143447876,0.7142857313156128,0.5555555820465088
60,0.9566115140914917,0.20605717599391937,1.0000001e-06,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3221636116504669,0.7142857313156128,0.5555555820465088
61,0.9566115736961365,0.20603641867637634,1.0000001e-06,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3220255374908447,0.7142857313156128,0.5555555820465088
62,0.9566115736961365,0.2060142457485199,1.0000001e-06,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.32188379764556885,0.7142857313156128,0.5555555820465088
63,0.9566115736961365,0.20600074529647827,1.0000001e-06,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.32175520062446594,0.7142857313156128,0.5555555820465088
64,0.9566115736961365,0.20598992705345154,1.0000001e-06,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3216663897037506,0.7142857313156128,0.5555555820465088
65,0.9566116333007812,0.20596058666706085,1.0000001e-06,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3215218484401703,0.7142857313156128,0.5555555820465088
66,0.9566116333007812,0.20594030618667603,1.0000001e-07,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3215124309062958,0.7142857313156128,0.5555555820465088
67,0.9566116333007812,0.20593810081481934,1.0000001e-07,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.321502149105072,0.7142857313156128,0.5555555820465088
68,0.9566116333007812,0.20593635737895966,1.0000001e-07,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214911222457886,0.7142857313156128,0.5555555820465088
69,0.9566116333007812,0.20593394339084625,1.0000001e-07,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214762806892395,0.7142857313156128,0.5555555820465088
70,0.9566116333007812,0.20593470335006714,1.0000001e-07,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214684724807739,0.7142857313156128,0.5555555820465088
71,0.9566116333007812,0.20593106746673584,1.0000001e-07,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214590549468994,0.7142857313156128,0.5555555820465088
72,0.9566116333007812,0.20592953264713287,1.0000001e-08,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.32145801186561584,0.7142857313156128,0.5555555820465088
73,0.9566116333007812,0.20592930912971497,1.0000001e-08,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.32145705819129944,0.7142857313156128,0.5555555820465088
74,0.9566116333007812,0.20592914521694183,1.0000001e-08,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214559853076935,0.7142857313156128,0.5555555820465088
75,0.9566116333007812,0.20592889189720154,1.0000001e-08,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214546740055084,0.7142857313156128,0.5555555820465088
76,0.9566116333007812,0.2059287279844284,1.0000001e-08,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214535713195801,0.7142857313156128,0.5555555820465088
77,0.9566116333007812,0.2059285193681717,1.0000001e-08,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.32145220041275024,0.7142857313156128,0.5555555820465088
78,0.9566116333007812,0.20592835545539856,1.0000001e-09,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.32145217061042786,0.7142857313156128,0.5555555820465088
79,0.9566116333007812,0.20592834055423737,1.0000001e-09,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214521110057831,0.7142857313156128,0.5555555820465088
80,0.9566116333007812,0.20592832565307617,1.0000001e-09,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520812034607,0.7142857313156128,0.5555555820465088
81,0.9566116333007812,0.20592831075191498,1.0000001e-09,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520812034607,0.7142857313156128,0.5555555820465088
82,0.9566116333007812,0.20592834055423737,1.0000001e-09,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520514011383,0.7142857313156128,0.5555555820465088
83,0.9566116333007812,0.20592832565307617,1.0000001e-09,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
84,0.9566116333007812,0.20592829585075378,1.0000001e-10,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
85,0.9566116333007812,0.20592831075191498,1.0000001e-10,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
86,0.9566116333007812,0.20592831075191498,1.0000001e-10,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
87,0.9566116333007812,0.20592829585075378,1.0000001e-10,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
88,0.9566116333007812,0.20592831075191498,1.0000001e-10,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
89,0.9566116333007812,0.20592829585075378,1.0000001e-10,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
90,0.9566116333007812,0.20592831075191498,1.0000001e-11,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
91,0.9566116333007812,0.20592829585075378,1.0000001e-11,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
92,0.9566116333007812,0.20592831075191498,1.0000001e-11,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
93,0.9566116333007812,0.20592829585075378,1.0000001e-11,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
94,0.9566116333007812,0.20592831075191498,1.0000001e-11,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
95,0.9566116333007812,0.20592831075191498,1.0000001e-11,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
96,0.9566116333007812,0.20592829585075378,1.0000001e-12,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
97,0.9566116333007812,0.20592831075191498,1.0000001e-12,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
98,0.9566116333007812,0.20592829585075378,1.0000001e-12,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
99,0.9566116333007812,0.20592831075191498,1.0000001e-12,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
100,0.9566116333007812,0.20592829585075378,1.0000001e-12,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
101,0.9566116333007812,0.20592831075191498,1.0000001e-12,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
102,0.9566116333007812,0.20592832565307617,1.0000001e-13,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
103,0.9566116333007812,0.20592831075191498,1.0000001e-13,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
104,0.9566116333007812,0.20592831075191498,1.0000001e-13,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
105,0.9566116333007812,0.20592829585075378,1.0000001e-13,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
106,0.9566116333007812,0.20592829585075378,1.0000001e-13,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
107,0.9566116333007812,0.20592832565307617,1.0000001e-13,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
108,0.9566116333007812,0.20592829585075378,1.00000015e-14,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
109,0.9566116333007812,0.20592831075191498,1.00000015e-14,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
110,0.9566116333007812,0.20592829585075378,1.00000015e-14,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
111,0.9566116333007812,0.20592831075191498,1.00000015e-14,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
112,0.9566116333007812,0.20592832565307617,1.00000015e-14,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
113,0.9566116333007812,0.20592831075191498,1.00000015e-14,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
114,0.9566116333007812,0.20592831075191498,1.0000001e-15,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
115,0.9566116333007812,0.20592829585075378,1.0000001e-15,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
116,0.9566116333007812,0.20592829585075378,1.0000001e-15,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
117,0.9566116333007812,0.20592829585075378,1.0000001e-15,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
118,0.9566116333007812,0.20592829585075378,1.0000001e-15,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
119,0.9566116333007812,0.20592832565307617,1.0000001e-15,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
120,0.9566116333007812,0.20592831075191498,1.0000001e-16,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
121,0.9566116333007812,0.20592831075191498,1.0000001e-16,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
122,0.9566116333007812,0.20592831075191498,1.0000001e-16,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
123,0.9566116333007812,0.20592831075191498,1.0000001e-16,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
124,0.9566116333007812,0.20592831075191498,1.0000001e-16,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
125,0.9566116333007812,0.20592831075191498,1.0000001e-16,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
126,0.9566116333007812,0.20592831075191498,1.0000001e-17,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
127,0.9566116333007812,0.20592831075191498,1.0000001e-17,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
128,0.9566116333007812,0.20592829585075378,1.0000001e-17,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
129,0.9566116333007812,0.20592831075191498,1.0000001e-17,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
130,0.9566116333007812,0.20592831075191498,1.0000001e-17,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
131,0.9566116333007812,0.20592829585075378,1.0000001e-17,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
132,0.9566116333007812,0.20592831075191498,1e-18,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
133,0.9566116333007812,0.20592831075191498,1e-18,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
134,0.9566116333007812,0.20592831075191498,1e-18,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
135,0.9566116333007812,0.20592831075191498,1e-18,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
136,0.9566116333007812,0.20592831075191498,1e-18,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
137,0.9566116333007812,0.20592829585075378,1e-18,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
138,0.9566116333007812,0.20592829585075378,1.00000003e-19,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
139,0.9566116333007812,0.20592829585075378,1.00000003e-19,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
140,0.9566116333007812,0.20592829585075378,1.00000003e-19,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
141,0.9566116333007812,0.20592831075191498,1.00000003e-19,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
142,0.9566116333007812,0.20592831075191498,1.00000003e-19,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
143,0.9566116333007812,0.20592829585075378,1.00000003e-19,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
144,0.9566116333007812,0.20592829585075378,1.00000005e-20,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
145,0.9566116333007812,0.20592831075191498,1.00000005e-20,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
146,0.9566116333007812,0.20592831075191498,1.00000005e-20,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
147,0.9566116333007812,0.20592831075191498,1.00000005e-20,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
148,0.9566116333007812,0.20592829585075378,1.00000005e-20,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
149,0.9566116333007812,0.20592829585075378,1.00000005e-20,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
150,0.9566116333007812,0.20592831075191498,1.0000001e-21,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
151,0.9566116333007812,0.20592832565307617,1.0000001e-21,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
152,0.9566116333007812,0.20592829585075378,1.0000001e-21,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
153,0.9566116333007812,0.20592831075191498,1.0000001e-21,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
154,0.9566116333007812,0.20592831075191498,1.0000001e-21,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
155,0.9566116333007812,0.20592829585075378,1.0000001e-21,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
156,0.9566116333007812,0.20592829585075378,1.0000001e-22,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
157,0.9566116333007812,0.20592832565307617,1.0000001e-22,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
158,0.9566116333007812,0.20592831075191498,1.0000001e-22,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
159,0.9566116333007812,0.20592831075191498,1.0000001e-22,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
160,0.9566116333007812,0.20592832565307617,1.0000001e-22,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
161,0.9566116333007812,0.20592829585075378,1.0000001e-22,0.7727272510528564,0.7727272510528564,0.9314815402030945,0.3214520215988159,0.7142857313156128,0.5555555820465088
